,10_game_avg,50_game_avg,ha,result,streak
2009-11-27Texas_A&M,1.0,1.0,0.0,1.0,3.0
2009-11-27Toledo,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,1.0
2009-11-27UCLA,-0.3333333333333333,-0.3333333333333333,0.0,1.0,-1.0
2009-11-27U_Mass,-1.0,-1.0,1.0,-1.0,-2.0
2009-11-27Utah,-1.0,-1.0,1.0,1.0,-2.0
2009-11-27Valparaiso,-0.3333333333333333,-0.3333333333333333,0.0,1.0,-1.0
2009-11-27W_Virginia,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,1.0
2009-11-27Wash_State,-1.0,-1.0,1.0,-1.0,-1.0
2009-11-27Weber_State,-1.0,-1.0,0.0,1.0,-2.0
2009-11-27Xavier,0.3333333333333333,0.3333333333333333,1.0,1.0,-1.0
2009-11-28AR_Lit_Rock,-0.5,-0.5,1.0,-1.0,-2.0
2009-11-28Austin_Peay,0.2,0.2,1.0,-1.0,2.0
2009-11-28Ball_State,0.0,0.0,1.0,-1.0,-1.0
2009-11-28Boise_State,-0.6,-0.6,1.0,1.0,1.0
2009-11-28Bradley,-0.5,-0.5,0.0,1.0,-3.0
2009-11-28Cal_Poly,0.3333333333333333,0.3333333333333333,0.0,1.0,-1.0
2009-11-28Central_Mich,-0.3333333333333333,-0.3333333333333333,0.0,1.0,-1.0
2009-11-28Cleveland_St,-1.0,-1.0,1.0,-1.0,-3.0
2009-11-28Cornell,0.2,0.2,1.0,1.0,1.0
2009-11-28Dayton,0.0,0.0,1.0,-1.0,-2.0
2009-11-28Delaware,-0.3333333333333333,-0.3333333333333333,1.0,1.0,-1.0
2009-11-28Detroit,0.2,0.2,0.0,1.0,-1.0
2009-11-28Drexel,0.6,0.6,1.0,-1.0,4.0
2009-11-28E_Washingtn,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,-1.0
2009-11-28Geo_Mason,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,-1.0
2009-11-28Idaho,0.0,0.0,1.0,1.0,-1.0
2009-11-28Illinois,-1.0,-1.0,1.0,-1.0,-3.0
2009-11-28Indiana,-0.5,-0.5,1.0,1.0,-3.0
2009-11-28Iowa,-0.6,-0.6,1.0,-1.0,-2.0
2009-11-28Iowa_State,1.0,1.0,0.0,-1.0,4.0
2009-11-28La_Salle,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,-1.0
2009-11-28Louisville,1.0,1.0,0.0,-1.0,2.0
2009-11-28Loyola_Mymt,0.6666666666666666,0.6666666666666666,1.0,-1.0,2.0
2009-11-28Miami_(OH),-0.2,-0.2,1.0,1.0,-1.0
2009-11-28Michigan_St,-0.5,-0.5,1.0,1.0,-1.0
2009-11-28Miss_State,-1.0,-1.0,1.0,1.0,-2.0
2009-11-28Missouri,0.3333333333333333,0.3333333333333333,1.0,-1.0,2.0
2009-11-28Missouri_St,0.5,0.5,1.0,1.0,2.0
2009-11-28NC-Grnsboro,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,-1.0
2009-11-28N_Iowa,0.0,0.0,1.0,-1.0,1.0
2009-11-28Nicholls_St,-0.5,-0.5,0.0,-1.0,1.0
2009-11-28Northeastrn,1.0,1.0,1.0,-1.0,2.0
2009-11-28Northwestern,0.0,0.0,1.0,1.0,1.0
2009-11-28Notre_Dame,0.0,0.0,1.0,1.0,-1.0
2009-11-28Ohio_State,0.0,0.0,1.0,1.0,-1.0
2009-11-28Old_Dominion,-1.0,-1.0,0.0,-1.0,-2.0
2009-11-28Pacific,0.0,0.0,0.0,-1.0,2.0
2009-11-28Pittsburgh,-0.6,-0.6,1.0,-1.0,-1.0
2009-11-28Purdue,0.3333333333333333,0.3333333333333333,1.0,-1.0,1.0
2009-11-28Richmond,0.3333333333333333,0.3333333333333333,0.0,1.0,2.0
2009-11-28Samford,0.5,0.5,0.0,-1.0,-1.0
2009-11-28San_Diego,1.0,1.0,0.0,-1.0,4.0
2009-11-28San_Diego_St,0.0,0.0,1.0,1.0,-1.0
2009-11-28Siena,0.2,0.2,1.0,1.0,-1.0
2009-11-28St_Bonavent,1.0,1.0,1.0,1.0,3.0
2009-11-28TX_Christian,-0.2,-0.2,1.0,-1.0,-3.0
2009-11-28Temple,0.6,0.6,1.0,-1.0,2.0
2009-11-28Toledo,-0.5,-0.5,0.0,1.0,-1.0
2009-11-28Towson,0.0,0.0,0.0,1.0,-1.0
2009-11-28Tulane,0.0,0.0,1.0,1.0,2.0
2009-11-28Tulsa,0.0,0.0,0.0,-1.0,-1.0
2009-11-28UC_Riverside,0.0,0.0,0.0,-1.0,1.0
2009-11-28UNLV,1.0,1.0,1.0,1.0,2.0
2009-11-28U_Mass,-1.0,-1.0,0.0,-1.0,-3.0
2009-11-28Utah,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,1.0
2009-11-28Valparaiso,0.0,0.0,0.0,-1.0,1.0
2009-11-28Villanova,0.5,0.5,1.0,1.0,2.0
2009-11-28WI-Milwkee,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0
2009-11-28Wash_State,-1.0,-1.0,1.0,1.0,-2.0
2009-11-28Wichita_St,0.0,0.0,0.0,1.0,1.0
2009-11-28Wm_&_Mary,1.0,1.0,0.0,1.0,4.0
2009-11-28Wright_State,1.0,1.0,0.0,1.0,3.0
2009-11-28Youngs_St,-0.3333333333333333,-0.3333333333333333,0.0,1.0,1.0
2009-11-29Alabama,0.0,0.0,0.0,1.0,-1.0
2009-11-29Arkansas,-1.0,-1.0,1.0,-1.0,-2.0
2009-11-29Baylor,0.0,0.0,0.0,1.0,1.0
2009-11-29Butler,-0.6,-0.6,1.0,1.0,-3.0
2009-11-29California,-0.3333333333333333,-0.3333333333333333,1.0,1.0,-2.0
2009-11-29Clemson,0.0,0.0,0.0,-1.0,-2.0
2009-11-29Cornell,0.3333333333333333,0.3333333333333333,0.0,1.0,2.0
2009-11-29Creighton,-0.5,-0.5,1.0,-1.0,-2.0
2009-11-29Drexel,0.3333333333333333,0.3333333333333333,1.0,-1.0,-1.0
2009-11-29Florida_St,-0.3333333333333333,-0.3333333333333333,1.0,1.0,1.0
2009-11-29GA_Southern,-0.5,-0.5,1.0,1.0,-2.0
2009-11-29Illinois_St,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,1.0
2009-11-29Indiana_St,0.2,0.2,0.0,1.0,1.0
2009-11-29Iona,0.0,0.0,0.0,1.0,-1.0
2009-11-29Kent_State,-0.2,-0.2,0.0,1.0,-1.0
2009-11-29Lg_Beach_St,0.2,0.2,0.0,1.0,1.0
2009-11-29Marquette,1.0,1.0,0.0,-1.0,2.0
2009-11-29Michigan,0.0,0.0,1.0,-1.0,-1.0
2009-11-29Minnesota,0.0,0.0,1.0,-1.0,-1.0
2009-11-29Morehead_St,0.0,0.0,1.0,-1.0,-1.0
2009-11-29NC-Wilmgton,0.2,0.2,0.0,1.0,3.0
2009-11-29NC_State,0.5,0.5,1.0,-1.0,1.0
2009-11-29N_Carolina,0.0,0.0,1.0,-1.0,-1.0
2009-11-29Nevada,0.0,0.0,0.0,1.0,-1.0
2009-11-29New_Orleans,1.0,1.0,0.0,1.0,1.0
2009-11-29Niagara,-0.2,-0.2,0.0,-1.0,-1.0
2009-11-29Norfolk_St,0.0,0.0,0.0,-1.0,-1.0
2009-11-29Pepperdine,-0.3333333333333333,-0.3333333333333333,0.0,1.0,-2.0
2009-11-29Portland,1.0,1.0,0.0,-1.0,4.0
2009-11-29Princeton,0.3333333333333333,0.3333333333333333,0.0,-1.0,-1.0
2009-11-29SE_Missouri,-0.6,-0.6,1.0,1.0,-3.0
2009-11-29San_Fransco,-1.0,-1.0,0.0,-1.0,-4.0
2009-11-29St_Bonavent,1.0,1.0,0.0,1.0,4.0
2009-11-29Stanford,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0
2009-11-29Texas,1.0,1.0,0.0,1.0,4.0
2009-11-29Texas_A&M,1.0,1.0,0.0,1.0,4.0
2009-11-29Toledo,-0.2,-0.2,0.0,-1.0,1.0
2009-11-29Troy,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,1.0
2009-11-29UCLA,0.0,0.0,1.0,-1.0,1.0
2009-11-29USC,-1.0,-1.0,1.0,-1.0,-1.0
2009-11-29W_Virginia,-0.5,-0.5,1.0,1.0,-1.0
2009-11-29Washington,-0.5,-0.5,1.0,-1.0,-1.0
2009-11-29Xavier,0.5,0.5,1.0,-1.0,1.0
2009-11-30Florida_Intl,-0.6,-0.6,0.0,1.0,1.0
2009-11-30Hofstra,-0.2,-0.2,1.0,-1.0,-1.0
2009-11-30Penn_State,-0.5,-0.5,0.0,1.0,-3.0
2009-11-30Rider,-0.2,-0.2,1.0,1.0,-1.0
2009-11-30St_Josephs,0.0,0.0,0.0,-1.0,-2.0
2009-11-30St_Marys,0.5,0.5,0.0,1.0,1.0
2009-11-30Virginia,0.0,0.0,1.0,-1.0,1.0
2009-12-01Colorado,0.0,0.0,1.0,1.0,-1.0
2009-12-01Fresno_St,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,-2.0
2009-12-01Idaho_State,-0.5,-0.5,0.0,1.0,-2.0
2009-12-01Indiana,-0.2,-0.2,1.0,-1.0,1.0
2009-12-01Iowa,-0.6666666666666666,-0.6666666666666666,1.0,-1.0,-3.0
2009-12-01LA_Lafayette,-1.0,-1.0,0.0,1.0,-1.0
2009-12-01LSU,-0.2,-0.2,1.0,-1.0,-2.0
2009-12-01Maryland,-0.3333333333333333,-0.3333333333333333,0.0,1.0,-2.0
2009-12-01Michigan_St,-0.2,-0.2,0.0,-1.0,1.0
2009-12-01NC_State,0.2,0.2,1.0,-1.0,-1.0
2009-12-01N_Carolina,-0.2,-0.2,1.0,1.0,-2.0
2009-12-01N_Mex_State,-1.0,-1.0,1.0,-1.0,-3.0
2009-12-01Northeastrn,0.3333333333333333,0.3333333333333333,1.0,-1.0,-1.0
2009-12-01Northwestern,0.2,0.2,0.0,1.0,2.0
2009-12-01Notre_Dame,0.3333333333333333,0.3333333333333333,1.0,-1.0,1.0
2009-12-01Pacific,-0.2,-0.2,0.0,1.0,-1.0
2009-12-01Providence,-1.0,-1.0,0.0,1.0,-2.0
2009-12-01Purdue,0.0,0.0,1.0,1.0,-1.0
2009-12-01San_Fransco,-1.0,-1.0,0.0,-1.0,-5.0
2009-12-01Santa_Clara,-0.5,-0.5,0.0,1.0,1.0
2009-12-01TN_Tech,-1.0,-1.0,1.0,1.0,-3.0
2009-12-01Temple,0.3333333333333333,0.3333333333333333,0.0,1.0,-1.0
2009-12-01UCSB,1.0,1.0,1.0,-1.0,3.0
2009-12-01VA_Tech,-1.0,-1.0,0.0,1.0,-4.0
2009-12-01Wake_Forest,0.0,0.0,0.0,-1.0,-1.0
2009-12-02AR_Lit_Rock,-0.5,-0.5,1.0,-1.0,-2.0
2009-12-02Arizona,0.5,0.5,1.0,-1.0,-1.0
2009-12-02Arkansas,-1.0,-1.0,0.0,-1.0,-3.0
2009-12-02BYU,0.0,0.0,0.0,-1.0,-1.0
2009-12-02Ball_State,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,-2.0
2009-12-02Boston_Col,0.2,0.2,0.0,1.0,1.0
2009-12-02Bradley,-0.2,-0.2,0.0,1.0,1.0
2009-12-02Butler,-0.3333333333333333,-0.3333333333333333,0.0,1.0,1.0
2009-12-02California,0.0,0.0,0.0,-1.0,1.0
2009-12-02Charlotte,0.5,0.5,1.0,-1.0,2.0
2009-12-02Clemson,-0.2,-0.2,1.0,-1.0,-3.0
2009-12-02Dayton,-0.2,-0.2,0.0,1.0,-3.0
2009-12-02Drexel,0.14285714285714285,0.14285714285714285,0.0,-1.0,-2.0
2009-12-02Duke,0.6,0.6,0.0,-1.0,3.0
2009-12-02Duquesne,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,-2.0
2009-12-02E_Carolina,0.2,0.2,0.0,1.0,3.0
2009-12-02Florida_St,0.0,0.0,0.0,-1.0,2.0
2009-12-02GA_Tech,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0
2009-12-02Geo_Mason,-0.5,-0.5,0.0,-1.0,-2.0
2009-12-02Georgia,-1.0,-1.0,1.0,1.0,-4.0
2009-12-02Gonzaga,0.5,0.5,1.0,-1.0,2.0
2009-12-02Illinois,-1.0,-1.0,0.0,1.0,-4.0
2009-12-02Iowa_State,0.6,0.6,1.0,-1.0,-1.0
2009-12-02LA_Monroe,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0
2009-12-02LA_Tech,0.6,0.6,0.0,-1.0,3.0
2009-12-02Miami_(FL),0.3333333333333333,0.3333333333333333,1.0,1.0,1.0
2009-12-02Miami_(OH),0.0,0.0,1.0,-1.0,1.0
2009-12-02Michigan,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,-2.0
2009-12-02Minnesota,-0.2,-0.2,0.0,-1.0,-2.0
2009-12-02Mississippi,0.5,0.5,0.0,1.0,-1.0
2009-12-02Missouri,0.0,0.0,0.0,-1.0,-1.0
2009-12-02Missouri_St,0.6,0.6,0.0,1.0,3.0
2009-12-02N_Illinois,0.2,0.2,1.0,-1.0,1.0
2009-12-02N_Iowa,-0.2,-0.2,0.0,1.0,-1.0
2009-12-02New_Mexico,1.0,1.0,1.0,1.0,6.0
2009-12-02New_Orleans,1.0,1.0,0.0,1.0,2.0
2009-12-02Ohio_State,0.2,0.2,1.0,1.0,1.0
2009-12-02Oklahoma,-0.6,-0.6,1.0,1.0,1.0
2009-12-02Oklahoma_St,1.0,1.0,0.0,-1.0,3.0
2009-12-02Old_Dominion,-1.0,-1.0,0.0,-1.0,-3.0
2009-12-02Pittsburgh,-0.6,-0.6,0.0,1.0,-1.0
2009-12-02Portland,0.6,0.6,1.0,-1.0,-1.0
2009-12-02Rhode_Island,1.0,1.0,0.0,1.0,2.0
2009-12-02Rice,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,-1.0
2009-12-02Richmond,0.5,0.5,1.0,1.0,3.0
2009-12-02S_Carolina,0.0,0.0,1.0,1.0,-2.0
2009-12-02S_Methodist,-1.0,-1.0,1.0,-1.0,-2.0
2009-12-02Sac_State,0.6666666666666666,0.6666666666666666,0.0,1.0,5.0
2009-12-02Saint_Louis,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,-2.0
2009-12-02San_Diego,0.6,0.6,1.0,-1.0,-1.0
2009-12-02San_Diego_St,0.2,0.2,0.0,1.0,1.0
2009-12-02Siena,0.3333333333333333,0.3333333333333333,0.0,-1.0,1.0
2009-12-02TX_Christian,-0.3333333333333333,-0.3333333333333333,0.0,1.0,-4.0
2009-12-02Tulane,0.2,0.2,1.0,-1.0,3.0
2009-12-02Tulsa,-0.2,-0.2,1.0,1.0,-2.0
2009-12-02UAB,0.3333333333333333,0.3333333333333333,1.0,-1.0,3.0
2009-12-02UC_Irvine,-0.5,-0.5,1.0,1.0,-2.0
2009-12-02UNLV,1.0,1.0,0.0,1.0,3.0
2009-12-02Utah,-0.5,-0.5,0.0,-1.0,-1.0
2009-12-02Utah_State,0.5,0.5,1.0,1.0,1.0
2009-12-02Vanderbilt,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0
2009-12-02Villanova,0.6,0.6,1.0,1.0,3.0
2009-12-02W_Carolina,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0
2009-12-02W_Kentucky,-1.0,-1.0,0.0,-1.0,-4.0
2009-12-02Wash_State,-0.3333333333333333,-0.3333333333333333,0.0,1.0,1.0
2009-12-02Weber_State,-0.3333333333333333,-0.3333333333333333,1.0,1.0,1.0
2009-12-02Wisconsin,0.0,0.0,1.0,1.0,1.0
2009-12-02Wofford,1.0,1.0,0.0,-1.0,4.0
2009-12-03App_State,0.3333333333333333,0.3333333333333333,1.0,-1.0,-1.0
2009-12-03Arizona_St,-0.2,-0.2,1.0,-1.0,1.0
2009-12-03Austin_Peay,0.0,0.0,1.0,-1.0,-1.0
2009-12-03Baylor,0.3333333333333333,0.3333333333333333,0.0,1.0,2.0
2009-12-03Cal_St_Nrdge,-0.2,-0.2,1.0,1.0,2.0
2009-12-03Cleveland_St,-1.0,-1.0,0.0,1.0,-4.0
2009-12-03Davidson,-0.5,-0.5,0.0,1.0,-3.0
2009-12-03Detroit,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0
2009-12-03E_Kentucky,0.0,0.0,0.0,1.0,-2.0
2009-12-03Fairfield,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,1.0
2009-12-03GA_Southern,-0.2,-0.2,0.0,1.0,1.0
2009-12-03IL-Chicago,0.3333333333333333,0.3333333333333333,0.0,1.0,2.0
2009-12-03Idaho,0.3333333333333333,0.3333333333333333,0.0,-1.0,1.0
2009-12-03Loyola-Chi,0.3333333333333333,0.3333333333333333,0.0,-1.0,2.0
2009-12-03Morehead_St,-0.3333333333333333,-0.3333333333333333,0.0,1.0,-2.0
2009-12-03Princeton,0.0,0.0,0.0,-1.0,-2.0
2009-12-03Rutgers,-0.5,-0.5,1.0,1.0,-1.0
2009-12-03SE_Missouri,-0.3333333333333333,-0.3333333333333333,0.0,1.0,1.0
2009-12-03Samford,0.2,0.2,1.0,1.0,-2.0
2009-12-03TN_State,-0.5,-0.5,1.0,-1.0,-1.0
2009-12-03Texas,1.0,1.0,1.0,-1.0,5.0
2009-12-03Texas_Tech,0.0,0.0,1.0,1.0,1.0
2009-12-03USC,-1.0,-1.0,0.0,1.0,-2.0
2009-12-03WI-Grn_Bay,-0.5,-0.5,1.0,1.0,-1.0
2009-12-03WI-Milwkee,0.5,0.5,1.0,-1.0,2.0
2009-12-03Washington,-0.6,-0.6,0.0,-1.0,-2.0
2009-12-03Wright_State,1.0,1.0,1.0,-1.0,4.0
2009-12-03Youngs_St,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,1.0
2009-12-04Auburn,-0.6,-0.6,1.0,-1.0,-1.0
2009-12-04Canisius,-0.3333333333333333,-0.3333333333333333,1.0,1.0,-1.0
2009-12-04Colorado,0.3333333333333333,0.3333333333333333,0.0,-1.0,1.0
2009-12-04Iona,0.3333333333333333,0.3333333333333333,1.0,-1.0,1.0
2009-12-04Kent_State,0.0,0.0,0.0,-1.0,1.0
2009-12-04Manhattan,0.0,0.0,0.0,-1.0,2.0
2009-12-04Michigan_St,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,-1.0
2009-12-04Montana_St,-0.5,-0.5,1.0,1.0,-1.0
2009-12-04N_Arizona,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,-1.0
2009-12-04Niagara,-0.3333333333333333,-0.3333333333333333,1.0,1.0,-2.0
2009-12-04San_Diego,0.3333333333333333,0.3333333333333333,0.0,-1.0,-2.0
2009-12-04St_Peters,0.3333333333333333,0.3333333333333333,0.0,1.0,-1.0
2009-12-04Texas_A&M,1.0,1.0,1.0,-1.0,5.0
2009-12-04Troy,-0.5,-0.5,0.0,1.0,-1.0
2009-12-04UC_Riverside,-0.3333333333333333,-0.3333333333333333,1.0,1.0,-1.0
2009-12-04Wofford,0.6,0.6,0.0,1.0,-1.0
2009-12-04Xavier,0.2,0.2,1.0,1.0,-1.0
2009-12-05Alabama,0.2,0.2,1.0,1.0,1.0
2009-12-05Arkansas_St,-0.2,-0.2,0.0,1.0,-2.0
2009-12-05Austin_Peay,-0.14285714285714285,-0.14285714285714285,1.0,1.0,-2.0
2009-12-05BYU,-0.2,-0.2,1.0,1.0,-2.0
2009-12-05Boise_State,-0.3333333333333333,-0.3333333333333333,0.0,1.0,2.0
2009-12-05Bowling_Grn,-1.0,-1.0,0.0,1.0,-4.0
2009-12-05Butler,-0.14285714285714285,-0.14285714285714285,1.0,-1.0,2.0
2009-12-05Cal_Poly,0.3333333333333333,0.3333333333333333,1.0,1.0,-1.0
2009-12-05California,-0.2,-0.2,1.0,1.0,-1.0
2009-12-05Central_Mich,0.0,0.0,0.0,1.0,1.0
2009-12-05Charlotte,0.2,0.2,0.0,1.0,-1.0
2009-12-05Chattanooga,-0.3333333333333333,-0.3333333333333333,1.0,-1.0,1.0
2009-12-05Cleveland_St,-0.6,-0.6,0.0,-1.0,1.0
2009-12-05Davidson,-0.2,-0.2,0.0,-1.0,1.0
2009-12-05Delaware,0.0,0.0,0.0,1.0,1.0
2009-12-05Denver,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,-1.0
2009-12-05Detroit,0.42857142857142855,0.42857142857142855,1.0,1.0,2.0
2009-12-05Drexel,0.0,0.0,1.0,1.0,-3.0
2009-12-05Duke,0.3333333333333333,0.3333333333333333,1.0,-1.0,-1.0
2009-12-05E_Illinois,1.0,1.0,0.0,-1.0,2.0
2009-12-05E_Kentucky,0.2,0.2,0.0,1.0,1.0
2009-12-05E_Michigan,0.2,0.2,0.0,-1.0,2.0
2009-12-05E_Washingtn,-0.5,-0.5,0.0,-1.0,-2.0
2009-12-05Elon,-1.0,-1.0,0.0,1.0,-6.0
2009-12-05Fordham,0.0,0.0,1.0,-1.0,-1.0
2009-12-05GA_Southern,0.0,0.0,0.0,-1.0,2.0
2009-12-05GA_Tech,0.5,0.5,1.0,1.0,3.0
2009-12-05Geo_Mason,-0.6,-0.6,0.0,1.0,-3.0
2009-12-05Georgia_St,0.0,0.0,0.0,1.0,2.0
2009-12-05Gonzaga,0.2,0.2,1.0,-1.0,-1.0
2009-12-05Hofstra,-0.3333333333333333,-0.3333333333333333,0.0,1.0,-2.0
2009-12-05IL-Chicago,0.5,0.5,0.0,-1.0,3.0
2009-12-05Idaho_State,-0.2,-0.2,0.0,-1.0,1.0
2009-12-05Illinois,-0.6,-0.6,1.0,-1.0,1.0
2009-12-05Illinois_St,-0.5,-0.5,1.0,-1.0,-1.0
2009-12-05Iowa_State,0.3333333333333333,0.3333333333333333,0.0,-1.0,-2.0
2009-12-05James_Mad,-0.5,-0.5,1.0,-1.0,-1.0
2009-12-05Jksnville_St,0.0,0.0,1.0,1.0,-1.0
2009-12-05Kansas_St,0.0,0.0,1.0,1.0,1.0
2009-12-05Kentucky,-0.2,-0.2,1.0,-1.0,-1.0
2009-12-05LA_Monroe,0.5,0.5,0.0,-1.0,3.0
2009-12-05Louisville,0.3333333333333333,0.3333333333333333,1.0,-1.0,-1.0
2009-12-05Loyola-Chi,0.0,0.0,0.0,1.0,-1.0
2009-12-05Loyola_Mymt,0.42857142857142855,0.42857142857142855,0.0,-1.0,-1.0
2009-12-05Marquette,0.3333333333333333,0.3333333333333333,1.0,-1.0,-1.0
2009-12-05Memphis,1.0,1.0,1.0,-1.0,2.0
2009-12-05Minnesota,-0.3333333333333333,-0.3333333333333333,1.0,1.0,-3.0
2009-12-05Miss_State,-0.3333333333333333,-0.3333333333333333,1.0,1.0,1.0
2009-12-05Mississippi,0.6,0.6,1.0,-1.0,1.0
2009-12-05Missouri,-0.2,-0.2,1.0,1.0,-2.0
2009-12-05Missouri_St,0.6666666666666666,0.6666666666666666,1.0,-1.0,4.0
2009-12-05Montana,0.42857142857142855,0.42857142857142855,1.0,-1.0,3.0
2009-12-05Montana_St,-0.2,-0.2,1.0,1.0,1.0
2009-12-05Morehead_St,0.0,0.0,0.0,-1.0,1.0
2009-12-05Murray_St,0.0,0.0,1.0,1.0,-1.0
2009-12-05NC-Grnsboro,-0.5,-0.5,0.0,1.0,-2.0
2009-12-05NC-Wilmgton,0.3333333333333333,0.3333333333333333,1.0,-1.0,4.0
2009-12-05NC_State,0.0,0.0,0.0,1.0,-2.0
2009-12-05N_Arizona,-0.5,-0.5,0.0,-1.0,-2.0
2009-12-05N_Carolina,0.0,0.0,0.0,1.0,1.0
2009-12-05N_Mex_State,-1.0,-1.0,0.0,1.0,-4.0
2009-12-05Nevada,0.2,0.2,0.0,-1.0,1.0
2009-12-05New_Mexico,1.0,1.0,1.0,-1.0,7.0
2009-12-05North_Texas,-1.0,-1.0,0.0,1.0,-2.0
2009-12-05Northeastrn,0.0,0.0,0.0,-1.0,-2.0
2009-12-05Ohio_State,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0
2009-12-05Old_Dominion,-1.0,-1.0,1.0,-1.0,-4.0
2009-12-05Oregon,-0.2,-0.2,0.0,-1.0,1.0
2009-12-05Pacific,0.0,0.0,1.0,1.0,1.0
2009-12-05Penn_State,-0.2,-0.2,0.0,1.0,1.0
2009-12-05Pepperdine,0.0,0.0,0.0,-1.0,1.0
2009-12-05Providence,-0.3333333333333333,-0.3333333333333333,0.0,1.0,1.0
2009-12-05Purdue,0.2,0.2,1.0,1.0,1.0
2009-12-05Rhode_Island,1.0,1.0,1.0,-1.0,3.0
2009-12-05Rice,-0.42857142857142855,-0.42857142857142855,1.0,-1.0,-2.0
2009-12-05SE_Missouri,-0.14285714285714285,-0.14285714285714285,0.0,1.0,2.0
2009-12-05S_Illinois,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,-2.0
2009-12-05S_Mississippi,1.0,1.0,0.0,1.0,2.0
2009-12-05Sac_State,0.7142857142857143,0.7142857142857143,1.0,-1.0,6.0
2009-12-05Saint_Louis,-0.5,-0.5,1.0,1.0,-3.0
2009-12-05Samford,0.3333333333333333,0.3333333333333333,1.0,-1.0,1.0
2009-12-05San_Diego_St,0.3333333333333333,0.3333333333333333,0.0,1.0,2.0
2009-12-05San_Fransco,-1.0,-1.0,0.0,-1.0,-6.0
2009-12-05Santa_Clara,-0.2,-0.2,1.0,1.0,2.0
2009-12-05St_Bonavent,1.0,1.0,0.0,-1.0,5.0
2009-12-05St_Johns,0.0,0.0,0.0,1.0,2.0
2009-12-05St_Marys,0.6,0.6,0.0,1.0,2.0
2009-12-05TN_Martin,-0.5,-0.5,1.0,-1.0,-2.0
2009-12-05TN_State,-0.6,-0.6,1.0,-1.0,-2.0
2009-12-05TN_Tech,-0.5,-0.5,0.0,-1.0,1.0
2009-12-05Temple,0.42857142857142855,0.42857142857142855,1.0,-1.0,1.0
2009-12-05Towson,0.3333333333333333,0.3333333333333333,1.0,-1.0,1.0
2009-12-05UCSB,0.5,0.5,1.0,-1.0,-1.0
2009-12-05UNLV,1.0,1.0,0.0,-1.0,4.0
2009-12-05USC,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,1.0
2009-12-05Utah,-0.6,-0.6,1.0,1.0,-2.0
2009-12-05Utah_State,0.6,0.6,1.0,-1.0,2.0
2009-12-05VCU,0.0,0.0,0.0,-1.0,-1.0
2009-12-05Valparaiso,-0.2,-0.2,0.0,1.0,-1.0
2009-12-05Vanderbilt,0.5,0.5,1.0,-1.0,2.0
2009-12-05WI-Grn_Bay,-0.2,-0.2,1.0,1.0,1.0
2009-12-05WI-Milwkee,0.2,0.2,1.0,-1.0,-1.0
2009-12-05W_Carolina,0.5,0.5,0.0,1.0,3.0
2009-12-05Wake_Forest,-0.3333333333333333,-0.3333333333333333,0.0,1.0,-2.0
2009-12-05Wash_State,0.0,0.0,0.0,-1.0,2.0
2009-12-05Weber_State,0.0,0.0,0.0,1.0,2.0
2009-12-05Wm_&_Mary,1.0,1.0,1.0,1.0,5.0
2009-12-05Wright_State,0.6,0.6,1.0,1.0,-1.0
2009-12-05Youngs_St,-0.5,-0.5,0.0,-1.0,-1.0
2009-12-06Arizona,0.2,0.2,0.0,-1.0,-2.0
2009-12-06Boston_Col,0.3333333333333333,0.3333333333333333,1.0,-1.0,2.0
2009-12-06Cal_St_Nrdge,0.0,0.0,0.0,1.0,3.0
2009-12-06Canisius,0.0,0.0,1.0,-1.0,1.0
2009-12-06Central_FL,0.5,0.5,0.0,-1.0,1.0
2009-12-06Clemson,-0.3333333333333333,-0.3333333333333333,1.0,1.0,-4.0
2009-12-06Connecticut,-0.6,-0.6,1.0,-1.0,-1.0
2009-12-06Cornell,0.42857142857142855,0.42857142857142855,1.0,1.0,3.0
